order_id,order_date,customer_name,city,product_name,category,unit_price,quantity,discount,payment_method,returned
ORD-100191,28/01/2026,Ann Sanders,Zahle,Notebook A5,Office,3.5,3.0,,wallet,Y
ORD-100192,Jan 22 2026, john vaughn  , ?????,Shampoo 400ml,Personal Care,5.46,1.0,,cash,N
ORD-100193,2026-01-06,James Chambers,Sidon,Shampoo 400ml,Personal Care,"5,2",1.0,2.5,card,N
ORD-100194,08/11/2025, janet smith  ,Tripoli,Toothpaste,Personal Care,2.3,3.0,2.5,wallet,N
ORD-100195,09/01/2026,Dawn Davis,Byblos,Notebook A5,Office,3.68,,0.0,card,N
ORD-100196,Dec 14 2025, lisa everett  ,Sidon,Notebook A5,Office,3.5,,0.0,cash,N
ORD-100197,2025-11-02,Heather Hanson,Zahle,Bluetooth Speaker,Electronics,$33.25,2.0,0.0,card,N
ORD-100198,14/12/2025,James Williams,Tyre,Laptop Stand,Office,22.0,1.0,,card,N
ORD-100199,Oct 27 2025,Larry Moore,Jounieh,Wireless Mouse,Electronics,18.9,1.0,,wallet,Y
ORD-100200,Nov 16 2025,James Norman,Byblos,USB-C Cable,Accessories,$6.0,,,card,N
ORD-100201,Nov 04 2025,Sandra Hardy,Tripoli,Bluetooth Speaker,Electronics,33.25,1.0,0.0,cash,N
ORD-100202,Nov 23 2025,Diamond Blair,beirut ,Notebook A5,Office,3.5,1.0,0.0,card,N
ORD-100203,2025-11-24,Mark Williams,Byblos,Toothpaste,Personal Care,"2,76",3.0,0.0,card,N
ORD-100204,25/10/2025, megan graham  ,Byblos,Wireless Mouse,Electronics,18.9,2.0,1.0,cash,N
ORD-100205,Dec 08 2025,Rebecca Thomas,Jounieh,Olive Oil 1L,Grocery,9.4,3.0,1.0,cash,N
ORD-100206,Dec 07 2025,Jimmy Vaughn,Tyre,USB-C Cable,Accessories,6.0,3.0,0.0,cash,N
ORD-100207,Dec 16 2025, gail white  ,Sidon,Protein Bar,Grocery,1.8,,0.0,card,N
ORD-100208,2025-12-13,Daniel Roberts,Jounieh,Protein Bar,Grocery,1.8,1.0,,wallet,Y
ORD-100209,Nov 17 2025,Cynthia Long,Tyre,iPhone 14 Case,Accessories,12.5,3.0,2.5,wallet,N
ORD-100210,2025-12-30,Rachel Miller,Zahle,Laptop Stand,Office,22.0,1.0,,card,N
ORD-100211,18/01/2026,Mark Meyers,Tripoli,Protein Bar,Grocery,"1,8",,,wallet,N
ORD-100212,Oct 02 2025,John Clark,beirut ,Wireless Mouse,Electronics,18.9,2.0,0.0,cash,N
ORD-100213,24/12/2025,Karen Lopez,Byblos,Notebook A5,Office,$4.2,1.0,,card,N
ORD-100214,2025-12-09,Ashley Ward,Beirut,Toothpaste,Personal Care,2.18,1.0,0.0,wallet,Y
ORD-100215,2025-10-18,Glenn Nichols,Zahle,Laptop Stand,Office,$22.0,1.0,1.0,cash,N
ORD-100216,2025-11-13,Timothy Lane,Tyre,USB-C Cable,Accessories,$5.7,2.0,2.5,card,N
ORD-100217,2026-01-18,Adam Hodges,beirut ,Notebook A5,Office,$3.5,1.0,2.5,cash,N
ORD-100218,Dec 21 2025, karen peterson  ,Zahle,Toothpaste,Personal Care,$2.3,,0.0,card,N
ORD-100219,2026-01-20,Jessica Crawford,Jounieh,Bluetooth Speaker,Electronics,$35.0,1.0,0.0,wallet,Y
ORD-100220,2025-10-03,Anna Carlson,Tripoli,iPhone 14 Case,Accessories,12.5,2.0,2.5,wallet,N
ORD-100221,07/11/2025, mrs. courtney cooper  ,beirut ,Shampoo 400ml,Personal Care,$5.46,,2.5,cash,N
ORD-100222,2025-11-03,Nicholas Douglas,Beirut,Notebook A5,Office,$3.32,2.0,0.0,wallet,Y
ORD-100223,05/10/2025,Lori Phillips,Zahle,Wireless Mouse,Electronics,22.68,,0.0,cash,N
ORD-100224,2025-10-27,Andrew White,Beirut,Toothpaste,Personal Care,2.3,3.0,0.0,cash,N
ORD-100225,21/01/2026,Wayne Richards,Zahle,Wireless Mouse,Electronics,$19.84,1.0,2.5,wallet,N
ORD-100226,2025-10-26,Jason Brown,Tripoli,USB-C Cable,Accessories,"6,0",,0.0,cash,N
ORD-100227,01/10/2025, alexis huffman  ,Sidon,Bluetooth Speaker,Electronics,$42.0,1.0,0.0,card,Y
ORD-100228,2025-10-21,Gwendolyn Drake,Sidon,iPhone 14 Case,Accessories,15.0,1.0,0.0,card,N
ORD-100229,20/01/2026,Billy Carson,Tyre,Wireless Mouse,Electronics,$18.9,1.0,1.0,cash,N
ORD-100230,2026-01-28,Kayla Smith,Tyre,Protein Bar,Grocery,$1.8,3.0,1.0,wallet,Y
ORD-100231,Nov 13 2025, shelly murphy  ,Jounieh,USB-C Cable,Accessories,5.7,2.0,0.0,cash,N
ORD-100232,2025-10-06,Ricky Heath,Beirut,Protein Bar,Grocery,$1.89,1.0,0.0,cash,N
ORD-100233,06/01/2026,Alexandra Henderson,beirut ,Notebook A5,Office,3.5,1.0,2.5,wallet,N
ORD-100234,2025-11-06,Christine Mendez,Tyre,Laptop Stand,Office,$22.0,1.0,0.0,card,Y
ORD-100235,2025-12-26, diana foster  ,Jounieh,Bluetooth Speaker,Electronics,$35.0,3.0,0.0,cash,N
ORD-100236,Oct 04 2025, scott barnett  ,Tyre,iPhone 14 Case,Accessories,$12.5,,0.0,card,Y
ORD-100237,2025-12-10, william dodson  ,Tyre,Protein Bar,Grocery,1.8,2.0,0.0,wallet,N
ORD-100238,Jan 12 2026,Kathleen Carrillo, ?????,Wireless Mouse,Electronics,$18.9,,0.0,wallet,N
